"07995: Døde. Foreløpige tall, etter kjønn, alder, uke, statistikkvariabel og år"

"kjønn";"alder";"uke";"Døde 2018";"Døde 2019";"Døde 2020";"Døde 2021";"Døde 2022"
"Menn";"91 år";"Uke 41";10;12;4;13;.
"Menn";"91 år";"Uke 42";15;4;7;11;.
"Menn";"91 år";"Uke 43";7;7;15;12;.
"Menn";"91 år";"Uke 44";13;17;4;15;.
"Menn";"91 år";"Uke 45";14;7;5;20;.
"Menn";"91 år";"Uke 46";7;7;10;21;.
"Menn";"91 år";"Uke 47";7;10;13;6;.
"Menn";"91 år";"Uke 48";8;4;9;14;.
"Menn";"91 år";"Uke 49";8;10;13;15;.
"Menn";"91 år";"Uke 50";8;17;3;13;.
"Menn";"91 år";"Uke 51";10;8;8;8;.
"Menn";"91 år";"Uke 52";7;15;11;10;.
"Menn";"91 år";"Uke 53";.;.;9;.;.
"Menn";"92 år";"Uke 1";10;13;12;16;11
"Menn";"92 år";"Uke 2";13;9;13;8;11
"Menn";"92 år";"Uke 3";9;4;6;5;8
"Menn";"92 år";"Uke 4";15;12;10;14;12
"Menn";"92 år";"Uke 5";3;10;10;12;12
"Menn";"92 år";"Uke 6";10;7;12;14;10
"Menn";"92 år";"Uke 7";10;15;12;9;13
"Menn";"92 år";"Uke 8";14;4;7;7;13
"Menn";"92 år";"Uke 9";14;7;8;9;9
"Menn";"92 år";"Uke 10";8;13;11;14;17
"Menn";"92 år";"Uke 11";11;13;19;8;18
"Menn";"92 år";"Uke 12";14;12;8;5;13
"Menn";"92 år";"Uke 13";9;14;10;11;12
"Menn";"92 år";"Uke 14";8;10;9;8;16
"Menn";"92 år";"Uke 15";9;10;9;7;12
"Menn";"92 år";"Uke 16";8;10;12;7;5
"Menn";"92 år";"Uke 17";16;5;11;4;8
"Menn";"92 år";"Uke 18";8;6;8;7;11
"Menn";"92 år";"Uke 19";6;13;13;15;8
"Menn";"92 år";"Uke 20";11;10;6;8;9
"Menn";"92 år";"Uke 21";5;7;7;13;6
"Menn";"92 år";"Uke 22";8;11;6;6;.
"Menn";"92 år";"Uke 23";4;11;6;4;.
"Menn";"92 år";"Uke 24";6;10;16;4;.
"Menn";"92 år";"Uke 25";12;11;8;7;.
"Menn";"92 år";"Uke 26";6;7;16;3;.
"Menn";"92 år";"Uke 27";13;8;8;6;.
"Menn";"92 år";"Uke 28";10;11;10;12;.
"Menn";"92 år";"Uke 29";7;11;5;8;.
"Menn";"92 år";"Uke 30";11;8;9;9;.
"Menn";"92 år";"Uke 31";7;5;6;8;.
"Menn";"92 år";"Uke 32";6;10;9;5;.
"Menn";"92 år";"Uke 33";9;9;9;7;.
"Menn";"92 år";"Uke 34";10;5;10;12;.
"Menn";"92 år";"Uke 35";12;12;10;6;.
"Menn";"92 år";"Uke 36";6;11;17;12;.
"Menn";"92 år";"Uke 37";10;15;5;5;.
"Menn";"92 år";"Uke 38";14;16;9;8;.
"Menn";"92 år";"Uke 39";12;12;9;5;.
"Menn";"92 år";"Uke 40";7;8;9;9;.
"Menn";"92 år";"Uke 41";6;12;7;7;.
"Menn";"92 år";"Uke 42";6;7;10;12;.
"Menn";"92 år";"Uke 43";9;15;11;14;.
"Menn";"92 år";"Uke 44";13;11;7;14;.
"Menn";"92 år";"Uke 45";9;11;8;9;.
"Menn";"92 år";"Uke 46";14;13;6;9;.
"Menn";"92 år";"Uke 47";10;9;10;10;.
"Menn";"92 år";"Uke 48";8;10;8;9;.
"Menn";"92 år";"Uke 49";6;12;6;9;.
"Menn";"92 år";"Uke 50";6;9;13;14;.
"Menn";"92 år";"Uke 51";12;10;2;17;.
"Menn";"92 år";"Uke 52";12;7;10;13;.
"Menn";"92 år";"Uke 53";.;.;3;.;.
"Menn";"93 år";"Uke 1";4;9;9;9;12
"Menn";"93 år";"Uke 2";6;12;10;7;14
"Menn";"93 år";"Uke 3";5;11;9;9;10
"Menn";"93 år";"Uke 4";7;8;7;8;11
"Menn";"93 år";"Uke 5";8;11;10;7;11
"Menn";"93 år";"Uke 6";6;9;12;5;9
"Menn";"93 år";"Uke 7";11;9;9;14;12
"Menn";"93 år";"Uke 8";4;12;12;8;10
"Menn";"93 år";"Uke 9";7;15;4;4;11
"Menn";"93 år";"Uke 10";7;9;8;10;15
"Menn";"93 år";"Uke 11";10;7;8;8;14
"Menn";"93 år";"Uke 12";8;8;8;7;11
"Menn";"93 år";"Uke 13";8;9;6;7;11
"Menn";"93 år";"Uke 14";12;6;7;7;10
"Menn";"93 år";"Uke 15";11;5;10;7;6
"Menn";"93 år";"Uke 16";7;7;7;13;8
"Menn";"93 år";"Uke 17";3;9;15;5;6
"Menn";"93 år";"Uke 18";11;9;4;11;6
"Menn";"93 år";"Uke 19";8;3;4;5;7
"Menn";"93 år";"Uke 20";7;7;7;4;11
"Menn";"93 år";"Uke 21";9;7;11;6;6
"Menn";"93 år";"Uke 22";9;13;9;1;.
"Menn";"93 år";"Uke 23";7;4;8;6;.
"Menn";"93 år";"Uke 24";7;8;4;6;.
"Menn";"93 år";"Uke 25";9;5;11;10;.
"Menn";"93 år";"Uke 26";8;8;8;3;.
"Menn";"93 år";"Uke 27";9;9;5;3;.
"Menn";"93 år";"Uke 28";10;11;4;9;.
"Menn";"93 år";"Uke 29";5;9;9;9;.
"Menn";"93 år";"Uke 30";6;10;8;7;.
"Menn";"93 år";"Uke 31";8;9;9;4;.
"Menn";"93 år";"Uke 32";10;8;12;11;.
"Menn";"93 år";"Uke 33";5;5;6;11;.
"Menn";"93 år";"Uke 34";5;11;5;6;.
"Menn";"93 år";"Uke 35";6;8;5;5;.
"Menn";"93 år";"Uke 36";4;10;7;6;.
"Menn";"93 år";"Uke 37";8;5;8;8;.
"Menn";"93 år";"Uke 38";2;11;5;12;.
"Menn";"93 år";"Uke 39";7;7;7;7;.
"Menn";"93 år";"Uke 40";8;7;9;4;.
"Menn";"93 år";"Uke 41";4;8;8;8;.
